date,title,volume,authors,type,abstract,method,keyword,n_volume
2022-03-10,Precision measurement of cardiac structure and function in cardiovascular magnetic resonance using machine learning,"Volume 24, article number 16, (2022)","Rhodri H. Davies1,2,3, João B. Augusto1,2, Anish Bhuva1,2, Hui Xue4, Thomas A. Treibel1,2, Yang Ye2, Rebecca K. Hughes1,2, Wenjia Bai5, Clement Lau2,6, Hunain Shiwani1,2, Marianna Fontana1,7, Rebecca Kozor8, Anna Herrey2, Luis R. Lopes1,2, Viviana Maestrini9, Stefania Rosmini1,2, Steffen E. Petersen2,6, Peter Kellman4, Daniel Rueckert10, John P. Greenwood11, Gabriella Captur1,3, Charlotte Manisty1,2, Erik Schelbert12,13 & …James C. Moon ORCID: orcid.org/0000-0001-8071-14911,2 Show authors 9795 Accesses 301 Altmetric 36 Mentions ",Research,"Measurement of cardiac structure and function from images (e.g. volumes, mass and derived parameters such as left ventricular (LV) ejection fraction [LVEF]) guides care for millions. This is best assessed using cardiovascular magnetic resonance (CMR), but image analysis is currently performed by individual clinicians, which introduces error. We sought to develop a machine learning algorithm for volumetric analysis of CMR images with demonstrably better precision than human analysis.","A fully automated machine learning algorithm was trained on 1923 scans (10 scanner models, 13 institutions, 9 clinical conditions, 60,000 contours) and used to segment the LV blood volume and myocardium. Performance was quantified by measuring precision on an independent multi-site validation dataset with multiple pathologies with n = 109 patients, scanned twice. This dataset was augmented with a further 1277 patients scanned as part of routine clinical care to allow qualitative assessment of generalization ability by identifying mis-segmentations. Machine learning algorithm (‘machine’) performance was compared to three clinicians (‘human’) and a commercial tool (cvi42, Circle Cardiovascular Imaging).",machine learning,24
2023-02-27,A deep learning approach for fully automated cardiac shape modeling in tetralogy of Fallot,"Volume 25, article number 15, (2023)","Sachin Govil1 na1, Brendan T. Crabb1 na1, Yu Deng2, Laura Dal Toso2, Esther Puyol-Antón2, Kuberan Pushparajah2, Sanjeet Hegde3,4, James C. Perry3,4, Jeffrey H. Omens1, Albert Hsiao5, Alistair A. Young2 & …Andrew D. McCulloch ORCID: orcid.org/0000-0002-1708-56751 Show authors 4644 Accesses 3 Altmetric ",Technical notes,"Cardiac shape modeling is a useful computational tool that has provided quantitative insights into the mechanisms underlying dysfunction in heart disease. The manual input and time required to make cardiac shape models, however, limits their clinical utility. Here we present an end-to-end pipeline that uses deep learning for automated view classification, slice selection, phase selection, anatomical landmark localization, and myocardial image segmentation for the automated generation of three-dimensional, biventricular shape models. With this approach, we aim to make cardiac shape modeling a more robust and broadly applicable tool that has processing times consistent with clinical workflows.","Cardiovascular magnetic resonance (CMR) images from a cohort of 123 patients with repaired tetralogy of Fallot (rTOF) from two internal sites were used to train and validate each step in the automated pipeline. The complete automated pipeline was tested using CMR images from a cohort of 12 rTOF patients from an internal site and 18 rTOF patients from an external site. Manually and automatically generated shape models from the test set were compared using Euclidean projection distances, global ventricular measurements, and atlas-based shape mode scores.",machine learning,25
2022-06-27,Radiomics and deep learning for myocardial scar screening in hypertrophic cardiomyopathy,"Volume 24, article number 40, (2022)","Ahmed S. Fahmy ORCID: orcid.org/0000-0003-1992-68931, Ethan J. Rowin2, Arghavan Arafati1, Talal Al-Otaibi1, Martin S. Maron2 & …Reza Nezafat1 Show authors 6182 Accesses 2 Altmetric ",Research,"Myocardial scar burden quantified using late gadolinium enhancement (LGE) cardiovascular magnetic resonance (CMR), has important prognostic value in hypertrophic cardiomyopathy (HCM). However, nearly 50% of HCM patients have no scar but undergo repeated gadolinium-based CMR over their life span. We sought to develop an artificial intelligence (AI)-based screening model using radiomics and deep learning (DL) features extracted from balanced steady state free precession (bSSFP) cine sequences to identify HCM patients without scar.","We evaluated three AI-based screening models using bSSFP cine image features extracted by radiomics, DL, or combined DL-Radiomics. Images for 759 HCM patients (50 ± 16 years, 66% men) in a multi-center/vendor study were used to develop and test model performance. An external dataset of 100 HCM patients (53 ± 14 years, 70% men) was used to assess model generalizability. Model performance was evaluated using area-under-receiver-operating curve (AUC).",machine learning,24
2022-06-20,Highlights of the Virtual Society for Cardiovascular Magnetic Resonance 2022 Scientific Conference: CMR: improving cardiovascular care around the world,"Volume 24, article number 38, (2022)","Vineeta Ojha ORCID: orcid.org/0000-0003-4371-56151, Omar K. Khalique2, Rishabh Khurana1, Daniel Lorenzatti3, Steve W. Leung4, Benny Lawton5, Timothy C. Slesnick6, Joao C. Cavalcante7, Chiara Bucciarelli Ducci8, Amit R. Patel9, Claudia C. Prieto10, Sven Plein11, Subha V. Raman12, Michael Salerno13 & …Purvi Parwani14 Show authors 4494 Accesses 3 Altmetric  This article has been updated",Review,NA,NA,machine learning,24
2020-12-07,Deep learning to diagnose cardiac amyloidosis from cardiovascular magnetic resonance,"Volume 22, article number 84, (2020)","Nicola Martini ORCID: orcid.org/0000-0003-3008-01631, Alberto Aimo2,3, Andrea Barison2,3, Daniele Della Latta1, Giuseppe Vergaro2,3, Giovanni Donato Aquaro3, Andrea Ripoli1, Michele Emdin2,3 & …Dante Chiappino1 Show authors 6664 Accesses 8 Altmetric ",Research,Cardiovascular magnetic resonance (CMR) is part of the diagnostic work-up for cardiac amyloidosis (CA). Deep learning (DL) is an application of artificial intelligence that may allow to automatically analyze CMR findings and establish the likelihood of CA.,"1.5 T CMR was performed in 206 subjects with suspected CA (n = 100, 49% with unexplained left ventricular (LV) hypertrophy; n = 106, 51% with blood dyscrasia and suspected light-chain amyloidosis). Patients were randomly assigned to the training (n = 134, 65%), validation (n = 30, 15%), and testing subgroups (n = 42, 20%). Short axis, 2-chamber, 4-chamber late gadolinium enhancement (LGE) images were evaluated by 3 networks (DL algorithms). The tags “amyloidosis present” or “absent” were attributed when the average probability of CA from the 3 networks was ≥ 50% or < 50%, respectively. The DL strategy was compared to a machine learning (ML) algorithm considering all manually extracted features (LV volumes, mass and function, LGE pattern, early blood-pool darkening, pericardial and pleural effusion, etc.), to reproduce exam reading by an experienced operator.",machine learning,22
2019-10-07,Machine learning in cardiovascular magnetic resonance: basic concepts and applications,"Volume 21, article number 61, (2019)","Tim Leiner ORCID: orcid.org/0000-0003-1885-54991, Daniel Rueckert2, Avan Suinesiaputra3, Bettina Baeßler4,5, Reza Nezafat6, Ivana Išgum7 & …Alistair A. Young3,8 Show authors 27k Accesses 49 Altmetric ",Review,NA,NA,machine learning,21
2022-11-07,Automatic segmentation of the great arteries for computational hemodynamic assessment,"Volume 24, article number 57, (2022)","Javier Montalt-Tordera1 na1, Endrit Pajaziti1 na1, Rod Jones2, Emilie Sauvage1, Rajesh Puranik3,4, Aakansha Ajay Vir Singh3,4, Claudio Capelli1, Jennifer Steeden1, Silvia Schievano1 & …Vivek Muthurangu ORCID: orcid.org/0000-0002-4292-64561 Show authors 3769 Accesses 1 Altmetric ",Research,"Computational fluid dynamics (CFD) is increasingly used for the assessment of blood flow conditions in patients with congenital heart disease (CHD). This requires patient-specific anatomy, typically obtained from segmented 3D cardiovascular magnetic resonance (CMR) images. However, segmentation is time-consuming and requires expert input. This study aims to develop and validate a machine learning (ML) method for segmentation of the aorta and pulmonary arteries for CFD studies.","90 CHD patients were retrospectively selected for this study. 3D CMR images were manually segmented to obtain ground-truth (GT) background, aorta and pulmonary artery labels. These were used to train and optimize a U-Net model, using a 70-10-10 train-validation-test split. Segmentation performance was primarily evaluated using Dice score. CFD simulations were set up from GT and ML segmentations using a semi-automatic meshing and simulation pipeline. Mean pressure and velocity fields across 99 planes along the vessel centrelines were extracted, and a mean average percentage error (MAPE) was calculated for each vessel pair (ML vs GT). A second observer (SO) segmented the test dataset for assessment of inter-observer variability. Friedman tests were used to compare ML vs GT, SO vs GT and ML vs SO metrics, and pressure/velocity field errors.",machine learning,24
2022-01-06,Accelerated cardiac T1 mapping in four heartbeats with inline MyoMapNet: a deep learning-based T1 estimation approach,"Volume 24, article number 6, (2022)","Rui Guo ORCID: orcid.org/0000-0002-5188-62811, Hossam El-Rewaidy1, Salah Assana1, Xiaoying Cai1,2, Amine Amyar1, Kelvin Chow3, Xiaoming Bi3, Tuyen Yankama1, Julia Cirillo1, Patrick Pierce1, Beth Goddu1, Long Ngo1 & …Reza Nezafat1 Show authors 5969 Accesses 5 Altmetric ",Research,"To develop and evaluate MyoMapNet, a rapid myocardial T1 mapping approach that uses fully connected neural networks (FCNN) to estimate T1 values from four T1-weighted images collected after a single inversion pulse in four heartbeats (Look-Locker, LL4).","We implemented an FCNN for MyoMapNet to estimate T1 values from a reduced number of T1-weighted images and corresponding inversion-recovery times. We studied MyoMapNet performance when trained using native, post-contrast T1, or a combination of both. We also explored the effects of number of T1-weighted images (four and five) for native T1. After rigorous training using in-vivo modified Look-Locker inversion recovery (MOLLI) T1 mapping data of 607 patients, MyoMapNet performance was evaluated using MOLLI T1 data from 61 patients by discarding the additional T1-weighted images. Subsequently, we implemented a prototype MyoMapNet and LL4 on a 3 T scanner. LL4 was used to collect T1 mapping data in 27 subjects with inline T1 map reconstruction by MyoMapNet. The resulting T1 values were compared to MOLLI.",machine learning,24
2021-03-11,Fully-automated global and segmental strain analysis of DENSE cardiovascular magnetic resonance using deep learning for segmentation and phase unwrapping,"Volume 23, article number 20, (2021)","Sona Ghadimi1, Daniel A. Auger1, Xue Feng1, Changyu Sun1, Craig H. Meyer1, Kenneth C. Bilchick2, Jie Jane Cao3, Andrew D. Scott4, John N. Oshinski5, Daniel B. Ennis6 & …Frederick H. Epstein ORCID: orcid.org/0000-0002-1954-19881 Show authors 5087 Accesses 5 Altmetric ",Research,"Cardiovascular magnetic resonance (CMR) cine displacement encoding with stimulated echoes (DENSE) measures heart motion by encoding myocardial displacement into the signal phase, facilitating high accuracy and reproducibility of global and segmental myocardial strain and providing benefits in clinical performance. While conventional methods for strain analysis of DENSE images are faster than those for myocardial tagging, they still require manual user assistance. The present study developed and evaluated deep learning methods for fully-automatic DENSE strain analysis.","Convolutional neural networks (CNNs) were developed and trained to (a) identify the left-ventricular (LV) epicardial and endocardial borders, (b) identify the anterior right-ventricular (RV)-LV insertion point, and (c) perform phase unwrapping. Subsequent conventional automatic steps were employed to compute strain. The networks were trained using 12,415 short-axis DENSE images from 45 healthy subjects and 19 heart disease patients and were tested using 10,510 images from 25 healthy subjects and 19 patients. Each individual CNN was evaluated, and the end-to-end fully-automatic deep learning pipeline was compared to conventional user-assisted DENSE analysis using linear correlation and Bland Altman analysis of circumferential strain.",machine learning,23
2019-01-07,Machine learning derived segmentation of phase velocity encoded cardiovascular magnetic resonance for fully automated aortic flow quantification,"Volume 21, article number 1, (2019)","Alex Bratt1, Jiwon Kim1,2, Meridith Pollie2, Ashley N. Beecy2, Nathan H. Tehrani2, Noel Codella3, Rocio Perez-Johnston4, Maria Chiara Palumbo2, Javid Alakbarli2, Wayne Colizza1, Ian R. Drexler1, Clerio F. Azevedo5, Raymond J. Kim5, Richard B. Devereux2 & …Jonathan W. Weinsaft ORCID: orcid.org/0000-0002-8386-02971,2,4,6 Show authors 6943 Accesses 17 Altmetric ",Research,"Phase contrast (PC) cardiovascular magnetic resonance (CMR) is widely employed for flow quantification, but analysis typically requires time consuming manual segmentation which can require human correction. Advances in machine learning have markedly improved automated processing, but have yet to be applied to PC-CMR. This study tested a novel machine learning model for fully automated analysis of PC-CMR aortic flow.",A machine learning model was designed to track aortic valve borders based on neural network approaches. The model was trained in a derivation cohort encompassing 150 patients who underwent clinical PC-CMR then compared to manual and commercially-available automated segmentation in a prospective validation cohort. Further validation testing was performed in an external cohort acquired from a different site/CMR vendor.,machine learning,21
2022-04-07,Training and clinical testing of artificial intelligence derived right atrial cardiovascular magnetic resonance measurements,"Volume 24, article number 25, (2022)","Faisal Alandejani1, Samer Alabed1,2, Pankaj Garg3, Ze Ming Goh1, Kavita Karunasaagarar4, Michael Sharkey1,4, Mahan Salehi1, Ziad Aldabbagh1, Krit Dwivedi1, Michail Mamalakis1, Pete Metherall4, Johanna Uthoff5, Chris Johns1, Alexander Rothman1,2,6, Robin Condliffe6, Abdul Hameed1,6, Athanasios Charalampoplous6, Haiping Lu2,5, Sven Plein7, John P. Greenwood7, Allan Lawrie1, Jim M. Wild1,2, Patrick J. H. de Koning8, David G. Kiely1,2,6, Rob Van Der Geest8 na1 & …Andrew J. Swift ORCID: orcid.org/0000-0002-8772-409X1,2 na1 Show authors 4876 Accesses 3 Altmetric ",Research,"Right atrial (RA) area predicts mortality in patients with pulmonary hypertension, and is recommended by the European Society of Cardiology/European Respiratory Society pulmonary hypertension guidelines. The advent of deep learning may allow more reliable measurement of RA areas to improve clinical assessments. The aim of this study was to automate cardiovascular magnetic resonance (CMR) RA area measurements and evaluate the clinical utility by assessing repeatability, correlation with invasive haemodynamics and prognostic value.","A deep learning RA area CMR contouring model was trained in a multicentre cohort of 365 patients with pulmonary hypertension, left ventricular pathology and healthy subjects. Inter-study repeatability (intraclass correlation coefficient (ICC)) and agreement of contours (DICE similarity coefficient (DSC)) were assessed in a prospective cohort (n = 36). Clinical testing and mortality prediction was performed in n = 400 patients that were not used in the training nor prospective cohort, and the correlation of automatic and manual RA measurements with invasive haemodynamics assessed in n = 212/400. Radiologist quality control (QC) was performed in the ASPIRE registry, n = 3795 patients. The primary QC observer evaluated all the segmentations and recorded them as satisfactory, suboptimal or failure. A second QC observer analysed a random subcohort to assess QC agreement (n = 1018).",machine learning,24
2020-11-30,Fully‑automated deep‑learning segmentation of pediatric cardiovascular magnetic resonance of patients with complex congenital heart diseases,"Volume 22, article number 80, (2020)","Saeed Karimi-Bidhendi1, Arghavan Arafati2, Andrew L. Cheng3, Yilei Wu1, Arash Kheradvar2 & …Hamid Jafarkhani1 Show authors 7103 Accesses 7 Altmetric ",Research,"For the growing patient population with congenital heart disease (CHD), improving clinical workflow, accuracy of diagnosis, and efficiency of analyses are considered unmet clinical needs. Cardiovascular magnetic resonance (CMR) imaging offers non-invasive and non-ionizing assessment of CHD patients. However, although CMR data facilitates reliable analysis of cardiac function and anatomy, clinical workflow mostly relies on manual analysis of CMR images, which is time consuming. Thus, an automated and accurate segmentation platform exclusively dedicated to pediatric CMR images can significantly improve the clinical workflow, as the present work aims to establish.","Training artificial intelligence (AI) algorithms for CMR analysis requires large annotated datasets, which are not readily available for pediatric subjects and particularly in CHD patients. To mitigate this issue, we devised a novel method that uses a generative adversarial network (GAN) to synthetically augment the training dataset via generating synthetic CMR images and their corresponding chamber segmentations. In addition, we trained and validated a deep fully convolutional network (FCN) on a dataset, consisting of \(64\) pediatric subjects with complex CHD, which we made publicly available. Dice metric, Jaccard index and Hausdorff distance as well as clinically-relevant volumetric indices are reported to assess and compare our platform with other algorithms including U-Net and cvi42, which is used in clinics.",machine learning,22
2022-04-11,Assessment of right ventricular size and function from cardiovascular magnetic resonance images using artificial intelligence,"Volume 24, article number 27, (2022)","Shuo Wang1,5, Daksh Chauhan1, Hena Patel1, Alborz amir-Khalili3, Isabel Ferreira da Silva3, Alireza Sojoudi3, Silke Friedrich3, Amita Singh1, Luis Landeras2, Tamari Miller1, Keith Ameyaw1, Akhil Narang4, Keigo Kawaji6, Qiang Tang5, Victor Mor-Avi1 & …Amit R. Patel1,2 Show authors 5748 Accesses 1 Altmetric ",Research,"Theoretically, artificial intelligence can provide an accurate automatic solution to measure right ventricular (RV) ejection fraction (RVEF) from cardiovascular magnetic resonance (CMR) images, despite the complex RV geometry. However, in our recent study, commercially available deep learning (DL) algorithms for RVEF quantification performed poorly in some patients. The current study was designed to test the hypothesis that quantification of RV function could be improved in these patients by using more diverse CMR datasets in addition to domain-specific quantitative performance evaluation metrics during the cross-validation phase of DL algorithm development.","We identified 100 patients from our prior study who had the largest differences between manually measured and automated RVEF values. Automated RVEF measurements were performed using the original version of the algorithm (DL1), an updated version (DL2) developed from a dataset that included a wider range of RV pathology and validated using multiple domain-specific quantitative performance evaluation metrics, and conventional methodology performed by a core laboratory (CORE). Each of the DL-RVEF approaches was compared against CORE-RVEF reference values using linear regression and Bland–Altman analyses. Additionally, RVEF values were classified into 3 categories: ≤ 35%, 35–50%, and ≥ 50%. Agreement between RVEF classifications made by the DL approaches and the CORE measurements was tested.",machine learning,24
2023-07-20,4D Flow cardiovascular magnetic resonance consensus statement: 2023 update,"Volume 25, article number 40, (2023)","Malenka M. Bissell ORCID: orcid.org/0000-0002-1282-28591, Francesca Raimondi2, Lamia Ait Ali3,4, Bradley D. Allen5, Alex J. Barker6, Ann Bolger7,8, Nicholas Burris9, Carl-Johan Carhäll8,10, Jeremy D. Collins4, Tino Ebbers8,10, Christopher J. Francois11, Alex Frydrychowicz12, Pankaj Garg13, Julia Geiger14,15, Hojin Ha16, Anja Hennemuth17,18,19, Michael D. Hope20, Albert Hsiao21, Kevin Johnson22, Sebastian Kozerke23, Liliana E. Ma5, Michael Markl5, Duarte Martins24, Marci Messina25, Thekla H. Oechtering12,22, Pim van Ooij26,27, Cynthia Rigsby5,28, Jose Rodriguez-Palomares29,30, Arno A. W. Roest31, Alejandro Roldán-Alzate32, Susanne Schnell5,33, Julio Sotelo34,35,36, Matthias Stuber37, Ali B. Syed38, Johannes Töger39, Rob van der Geest40, Jos Westenberg41, Liang Zhong42, Yumin Zhong43, Oliver Wieben22 & …Petter Dyverfeldt8,10 Show authors 25k Accesses 48 Altmetric 2 Mentions ",Review,NA,NA,machine learning,25
2023-02-16,Localized strain characterization of cardiomyopathy in Duchenne muscular dystrophy using novel 4D kinematic analysis of cine cardiovascular magnetic resonance,"Volume 25, article number 14, (2023)","Conner C. Earl1,3, Victoria I. Pyle1, Sydney Q. Clark1,3, Karthik Annamalai1, Paula A. Torres1, Alejandro Quintero1, Frederick W. Damen1,3, Kan N. Hor4, Larry W. Markham2,3, Jonathan H. Soslow5 & …Craig J. Goergen ORCID: orcid.org/0000-0001-8883-79531,3 Show authors 3907 Accesses 4 Altmetric ",Research,"Cardiomyopathy (CMP) is the most common cause of mortality in Duchenne muscular dystrophy (DMD), though the age of onset and clinical progression vary. We applied a novel 4D (3D + time) strain analysis method using cine cardiovascular magnetic resonance (CMR) imaging data to determine if localized strain metrics derived from 4D image analysis would be sensitive and specific for characterizing DMD CMP.",We analyzed short-axis cine CMR image stacks from 43 DMD patients (median age: 12.23 yrs [10.6–16.5]; [interquartile range]) and 25 male healthy controls (median age: 16.2 yrs [13.3–20.7]). A subset of 25 male DMD patients age-matched to the controls (median age: 15.7 yrs [14.0-17.8]) was used for comparative metrics. CMR images were compiled into 4D sequences for feature-tracking strain analysis using custom-built software. Unpaired t-test and receiver operator characteristic area under the curve (AUC) analysis were used to determine statistical significance. Spearman’s rho was used to determine correlation.,machine learning,25
2022-08-04,Le Cœur en Sabot: shape associations with adverse events in repaired tetralogy of Fallot,"Volume 24, article number 46, (2022)","Anna Mîra1, Pablo Lamata1, Kuberan Pushparajah1,2, Georgina Abraham1, Charlène A. Mauger3, Andrew D. McCulloch4,5, Jeffrey H. Omens4,5, Malenka M. Bissell6, Zach Blair7, Tyler Huffaker7, Animesh Tandon7,13, Sandy Engelhardt8,9, Sven Koehler8,9, Thomas Pickardt10, Philipp Beerbaum10,14, Samir Sarikouch10,11, Heiner Latus12, Gerald Greil7, Alistair A. Young ORCID: orcid.org/0000-0001-5702-42201,3 & …Tarique Hussain7 Show authors 4845 Accesses 1 Altmetric ",Research,Maladaptive remodelling mechanisms occur in patients with repaired tetralogy of Fallot (rToF) resulting in a cycle of metabolic and structural changes. Biventricular shape analysis may indicate mechanisms associated with adverse events independent of pulmonary regurgitant volume index (PRVI). We aimed to determine novel remodelling patterns associated with adverse events in patients with rToF using shape and function analysis.,"Biventricular shape and function were studied in 192 patients with rToF (median time from TOF repair to baseline evaluation 13.5 years). Linear discriminant analysis (LDA) and principal component analysis (PCA) were used to identify shape differences between patients with and without adverse events. Adverse events included death, arrhythmias, and cardiac arrest with median follow-up of 10 years.",machine learning,24
2022-12-31,2021–2022 state of our JCMR,"Volume 24, article number 75, (2022)",Warren J. Manning ORCID: orcid.org/0000-0001-7199-25431 5382 Accesses 1 Altmetric ,Review,NA,NA,machine learning,24
2023-12-04,Technical development and feasibility of a reusable vest to integrate cardiovascular magnetic resonance with electrocardiographic imaging,"Volume 25, article number 73, (2023)","Matthew Webber1,2,3,4, George Joy1,2, Jonathan Bennett1,2, Fiona Chan1,2, Debbie Falconer3, Hunain Shiwani1,2, Rhodri H. Davies1,2, Gunther Krausz5, Slobodan Tanackovic5, Christoph Guger5, Pablo Gonzalez6,7,8, Emma Martin4, Andrew Wong4, Alicja Rapala4, Kenan Direk4, Peter Kellman9, Iain Pierce1,2,4, Yoram Rudy10,11, Ramya Vijayakumar10,11, Nishi Chaturvedi2,4, Alun D. Hughes2,4, James C. Moon1,2, Pier D. Lambiase1,2, Xuyuan Tao12, Vladan Koncar12, Michele Orini2,4 na1 & …Gabriella Captur ORCID: orcid.org/0000-0002-5662-06422,3,4 na1 Show authors 5468 Accesses 120 Altmetric 17 Mentions ",Research,"Electrocardiographic imaging (ECGI) generates electrophysiological (EP) biomarkers while cardiovascular magnetic resonance (CMR) imaging provides data about myocardial structure, function and tissue substrate. Combining this information in one examination is desirable but requires an affordable, reusable, and high-throughput solution. We therefore developed the CMR-ECGI vest and carried out this technical development study to assess its feasibility and repeatability in vivo.","CMR was prospectively performed at 3T on participants after collecting surface potentials using the locally designed and fabricated 256-lead ECGI vest. Epicardial maps were reconstructed to generate local EP parameters such as activation time (AT), repolarization time (RT) and activation recovery intervals (ARI). 20 intra- and inter-observer and 8 scan re-scan repeatability tests.",machine learning,25
2023-08-14,Interventional cardiovascular magnetic resonance: state-of-the-art,"Volume 25, article number 48, (2023)","Toby Rogers ORCID: orcid.org/0000-0002-6043-31371,2, Adrienne E. Campbell-Washburn1, Rajiv Ramasawmy1, D. Korel Yildirim1, Christopher G. Bruce1, Laurie P. Grant1, Annette M. Stine1, Aravindan Kolandaivelu1,3, Daniel A. Herzka1, Kanishka Ratnayaka1,4 na1 & …Robert J. Lederman ORCID: orcid.org/0000-0003-1202-66731 Show authors 6532 Accesses 2 Altmetric ",Review,NA,NA,machine learning,25
2022-08-18,Quantitative susceptibility mapping (QSM) of the cardiovascular system: challenges and perspectives,"Volume 24, article number 48, (2022)","Alberto Aimo1,2, Li Huang3, Andrew Tyler3, Andrea Barison1,2, Nicola Martini2, Luigi F. Saccaro1, Sébastien Roujol ORCID: orcid.org/0000-0002-7146-05523,4 & …Pier-Giorgio Masci3 Show authors 6832 Accesses 5 Altmetric ",Review,NA,NA,machine learning,24
2020-08-03,Rapid whole-heart CMR with single volume super-resolution,"Volume 22, article number 56, (2020)","Jennifer A. Steeden1, Michael Quail1,2, Alexander Gotschy2,3, Kristian H. Mortensen2, Andreas Hauptmann4,5, Simon Arridge4, Rodney Jones1 & …Vivek Muthurangu1 Show authors 5054 Accesses 5 Altmetric ",Technical notes,"Three-dimensional, whole heart, balanced steady state free precession (WH-bSSFP) sequences provide delineation of intra-cardiac and vascular anatomy. However, they have long acquisition times. Here, we propose significant speed-ups using a deep-learning single volume super-resolution reconstruction, to recover high-resolution features from rapidly acquired low-resolution WH-bSSFP images.","A 3D residual U-Net was trained using synthetic data, created from a library of 500 high-resolution WH-bSSFP images by simulating 50% slice resolution and 50% phase resolution. The trained network was validated with 25 synthetic test data sets. Additionally, prospective low-resolution data and high-resolution data were acquired in 40 patients. In the prospective data, vessel diameters, quantitative and qualitative image quality, and diagnostic scoring was compared between the low-resolution, super-resolution and reference high-resolution WH-bSSFP data.",machine learning,22
2020-10-29,Highlights of the 2020 23rd Society for Cardiovascular Magnetic Resonance Scientific Sessions,"Volume 22, article number 75, (2020)","Lars Grosse-Wortmann ORCID: orcid.org/0000-0002-1185-38051,2,12, Christopher J. Francois3, Lilia M. Sierra-Galan4, Michael Markl5,6, Javier Sanz7, James Carr8, Chiara Bucciarelli-Ducci9,10 & …Andrew J. Powell11 Show authors 3641 Accesses 3 Altmetric ",Review,NA,NA,machine learning,22
2020-12-14,Reference ranges (“normal values”) for cardiovascular magnetic resonance (CMR) in adults and children: 2020 update,"Volume 22, article number 87, (2020)","Nadine Kawel-Boehm1,2, Scott J. Hetzel3, Bharath Ambale-Venkatesh4, Gabriella Captur5,6, Christopher J. Francois7, Michael Jerosch-Herold8, Michael Salerno9, Shawn D. Teague10, Emanuela Valsangiacomo-Buechel11, Rob J. van der Geest12 & …David A. Bluemke ORCID: orcid.org/0000-0002-8323-80867 Show authors 226k Accesses 37 Altmetric  A Correction to this article was published on 18 October 2021 This article has been updated",Review,NA,NA,machine learning,22
2022-05-09,Quantification correction for free-breathing myocardial T1ρ mapping in mice using a recursively derived description of a T1ρ* relaxation pathway,"Volume 24, article number 30, (2022)","Maximilian Gram1,2, Daniel Gensler1,3, Petra Albertova2, Fabian Tobias Gutjahr2,3, Kolja Lau1, Paula-Anahi Arias-Loza3,4, Peter Michael Jakob2 & …Peter Nordbeck1,3 Show authors 3282 Accesses 2 Altmetric ",Technical notes,"Fast and accurate T1ρ mapping in myocardium is still a major challenge, particularly in small animal models. The complex sequence design owing to electrocardiogram and respiratory gating leads to quantification errors in in vivo experiments, due to variations of the T1ρ relaxation pathway. In this study, we present an improved quantification method for T1ρ using a newly derived formalism of a T1ρ* relaxation pathway.","The new signal equation was derived by solving a recursion problem for spin-lock prepared fast gradient echo readouts. Based on Bloch simulations, we compared quantification errors using the common monoexponential model and our corrected model. The method was validated in phantom experiments and tested in vivo for myocardial T1ρ mapping in mice. Here, the impact of the breath dependent spin recovery time Trec on the quantification results was examined in detail.",machine learning,24
2021-03-18,Simultaneous measurements of 3D wall shear stress and pulse wave velocity in the murine aortic arch,"Volume 23, article number 34, (2021)","Patrick Winter ORCID: orcid.org/0000-0003-1507-85241,3 na1, Kristina Andelovic1,2 na1, Thomas Kampf1,4, Jan Hansmann5, Peter Michael Jakob1, Wolfgang Rudolf Bauer1,2, Alma Zernecke2 & …Volker Herold1 Show authors 3447 Accesses 2 Altmetric ",Technical notes,"Wall shear stress (WSS) and pulse wave velocity (PWV) are important parameters to characterize blood flow in the vessel wall. Their quantification with flow-sensitive phase-contrast (PC) cardiovascular magnetic resonance (CMR), however, is time-consuming. Furthermore, the measurement of WSS requires high spatial resolution, whereas high temporal resolution is necessary for PWV measurements. For these reasons, PWV and WSS are challenging to measure in one CMR session, making it difficult to directly compare these parameters. By using a retrospective approach with a flexible reconstruction framework, we here aimed to simultaneously assess both PWV and WSS in the murine aortic arch from the same 4D flow measurement.","Flow was measured in the aortic arch of 18-week-old wildtype (n = 5) and ApoE−/− mice (n = 5) with a self-navigated radial 4D-PC-CMR sequence. Retrospective data analysis was used to reconstruct the same dataset either at low spatial and high temporal resolution (PWV analysis) or high spatial and low temporal resolution (WSS analysis). To assess WSS, the aortic lumen was labeled by semi-automatically segmenting the reconstruction with high spatial resolution. WSS was determined from the spatial velocity gradients at the lumen surface. For calculation of the PWV, segmentation data was interpolated along the temporal dimension. Subsequently, PWV was quantified from the through-plane flow data using the multiple-points transit-time method. Reconstructions with varying frame rates and spatial resolutions were performed to investigate the influence of spatiotemporal resolution on the PWV and WSS quantification.",machine learning,23
